MemberNumber,DateJoined,PoliticallyExposedPerson,SecondACHolderPoliticallyExposedPerson,AccountStatus,AccountType,IntendedPurposeOfBusinessRelationship,AssetsHeldInAccount,TransactionVolumesLastQuarter,LengthOfBusinessRelationship,QualityOfCDDOnFile,CountryOfResidence_BasedOnMemberActiveAddress,SecondACHolderCountryOfResidence,FundsChannelIn,FundsChannelOut,DestinationOfFunds,SourceOfWealth,SecondACHolderSourceOfWealth,SourceOfFunds,SecondACHolderSourceOfFunds,ExpextedMonthlyLodgement,SecondACHolderExpextedMonthlyLodgement,EmploymentStatus,SecondACHolderEmploymentStatus,Occupation,SecondACHolderOccupation,BeneficialOwner,PrimaryServiceUsed,AccountActivity,OtherRiskFactors
9190,23/09/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Student                       ,,Transfer,,,,,
1000003383,23/09/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9192,25/09/1995,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,Employed Part-time            ,Teacher,Administration,,,,
9193,25/09/1995,No,,Active,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
1000003384,25/09/1995,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
9195,25/09/1995,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
9196,25/09/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,DSP - Unemployment Benefit,,,,Unemployed                    ,,Unemployed,,,,,
1000003385,25/09/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9198,26/09/1995,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Transfer,,,,,
1000003386,28/09/1995,No,,Closed,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003387,28/09/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9201,28/09/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Unemployed                    ,,Transfer,,,,,
1000003388,28/09/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9203,29/09/1995,No,No,Dormant,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
9204,23/01/1971,No,No,Deceased,Joint,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,Not a PEP,Pension - state,Pension - state,,,Retired                       ,Retired                       ,Retired,Retired,,,,
1000006156,29/09/1995,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
9206,29/09/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Retired,,,,,
9207,29/09/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
9208,30/09/1995,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
1000003389,30/09/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9210,10-02-95,No,,Bad Debt,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
9211,10-03-95,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Retired,,,,,
9212,10-03-95,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
9213,10-03-95,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Unemployed                    ,,Transfer,,,,,
9214,10-05-95,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
1000003390,10-05-95,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003391,10-05-95,No,,Closed,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9217,10-06-95,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
1000003392,10-06-95,No,,Closed,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003393,10-06-95,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9220,10-07-95,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Unemployed                    ,,Transfer,,,,,
1000003394,10-09-95,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003395,10-09-95,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9223,10-10-95,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000003396,10-10-95,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9225,10-10-95,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Part-time Job,,,,Employed Part-time            ,,Transfer,,,,,
1000003397,10-12-95,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
1000003398,10-12-95,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003399,10-12-95,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003400,13/10/1995,No,,Closed,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003401,13/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9231,13/10/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
1000003402,13/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003403,14/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
9234,14/10/1995,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
9235,16/10/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Electrician,,,,,
9236,16/10/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
1000003404,16/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9238,16/10/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Retired,,,,,
9239,16/10/1995,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Housewife                     ,,Transfer,,,,,
9240,16/10/1995,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
1000003405,17/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9242,17/10/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
1000003406,17/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003407,17/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003408,19/10/1995,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
9246,19/10/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Fitter,,,,,
9247,19/10/1995,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
9248,19/10/1995,No,,Bad Debt,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,DSP - Disability Allowance / Benefit,,,,Employed Part-time            ,,Services,,,,,
9249,19/10/1995,No,,Bad Debt,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Part-time            ,,Transfer,,,,,
1000003409,20/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9251,20/10/1995,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
9252,19/10/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Part-time            ,,Transfer,,,,,
1000003410,20/10/1995,No,,Closed,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9254,20/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
9255,23/10/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
9256,23/10/1995,No,,Active,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
1000003411,23/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003412,23/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9259,23/10/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Part-time            ,,Transfer,,,,,
1000003413,23/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003414,10-02-95,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003415,24/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9263,24/10/1995,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,,Income - Salary / Wages,,,,Self Employed                 ,Self Employed                 ,Transfer,Transfer,,,,
9264,26/10/1995,No,,Bad Debt,Single Adult,Personal Savings,70001+,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
1000003416,26/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9266,26/10/1995,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
1000003417,26/10/1995,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
9268,26/10/1995,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Retired                       ,,Transfer,,,,,
9269,27/10/1995,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
9270,27/10/1995,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,England,,,,,,,,,,,School                        ,,Transfer,,,,,
9271,27/10/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Services,,,,,
1000003418,27/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
9273,27/10/1995,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Part-time            ,,Transfer,,,,,
9274,27/10/1995,No,,Active,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Not Applicable                ,,Transfer,,,,,
9275,27/10/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
9276,27/10/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - work,,,,Unemployed                    ,,Transfer,,,,,
9277,27/10/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
9278,27/10/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
9279,31/10/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Part-time            ,,Cleaner,,,,,
1000003419,31/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003420,31/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003421,31/10/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000003422,11-02-95,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9284,11-02-95,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Part-time            ,,Transfer,,,,,
9285,11-02-95,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Finance,,,,,
9286,11-03-95,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
9287,11-04-95,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Self Employed,,,,Self Employed                 ,,Construction,,,,,
1000003423,11-04-95,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003424,11-04-95,No,,Closed,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003425,13/11/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003426,11-06-95,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9292,11-06-95,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Industrial,,,,,
1000003427,11-07-95,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003428,11-07-95,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9295,11-07-95,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Unemployed                    ,,Transfer,,,,,
1000003429,11-09-95,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9297,08-09-93,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
1000003430,11-09-95,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,,Self Employed                 ,,Transfer,,,,
1000003431,11-09-95,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000003432,11-09-95,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
9301,11-09-95,No,,Bad Debt,Single Adult,Personal Savings,70001+,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Employed Full-time            ,,Transfer,,,,,
1000003433,23/11/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9303,29/09/1992,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
9304,11-09-95,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
9305,11-10-95,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Housewife                     ,,Transfer,,,,,
9306,11-10-95,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Retired,,,,,
9307,13/11/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Sales,,,,,
1000006069,13/11/1995,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,,,Transfer,Transfer,,,,
1000003434,13/11/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9310,14/11/1995,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,Not a PEP,Income - Salary / Wages,Income - Salary / Wages,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
1000003435,14/11/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9312,16/11/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
1000003436,16/11/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9314,16/11/1995,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
1000003437,16/11/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9316,16/11/1995,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
9317,17/11/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Services,,,,,
9318,17/11/1995,No,,Bad Debt,Single Adult,Personal Savings,70001+,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Housewife                     ,,Transfer,,,,,
9319,16/11/1995,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
9320,17/11/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Unemployed                    ,,Transfer,,,,,
1000003438,18/11/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
9322,18/11/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
9323,20/11/1995,No,No,Deceased,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,Not a PEP,Pension - state,Pension - state,,,Retired                       ,Retired                       ,Transfer,Transfer,,,,
1000003439,20/11/1995,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000003440,21/11/1995,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,,,Transfer,Transfer,,,,
9326,24/11/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Retired,,,,,
9327,25/11/1995,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,DSP - Carers Allowance / Benefit,,,,Unemployed                    ,,Transfer,,,,,
1000003441,27/11/1995,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,,,,Transfer,,,,
