Account Number,Account Type,Employment Status,Employment Position,Age,Nationality,Account Status,Risk Code,Date Joined
6184,SINGLE,SELF EMPLOYED,SIGN LANGUAGE INTERPRETER,40,IRISH,ACTIVE,LO,24-Feb-86
6200,SINGLE,Not Available,Not Available,57,IRISH,ACTIVE,LO,01-Mar-86
6208,SINGLE,EMPLOYED FULL-TIME,Not Available,33,IRISH,ACTIVE,LO,20-Sep-91
6219,SINGLE,RETIRED,STATE PENSION,69,IRISH,ACTIVE,LO,23-Sep-91
6222,SINGLE,UNEMPLOYED,Not Available,56,IRISH,ACTIVE,LO,24-Mar-86
6229,SINGLE,EMPLOYED FULL-TIME,FITTERR.P.S. ENGINEERING,63,IRISH,ACTIVE,LO,29-Mar-86
6233,SINGLE,EMPLOYED FULL-TIME,TEACHER - DEPT OF EDUCATION,54,IRISH,ACTIVE,LO,01-Apr-86
6237,SINGLE,EMPLOYED FULL-TIME,MCCURAGHS MERCHANDISIING,66,IRISH,ACTIVE,LO,03-Apr-86
6244,SINGLE,RETIRED,OAP,77,IRISH,ACTIVE,LO,05-Apr-86
6251,SINGLE,RETIRED,PENSION,76,IRISH,ACTIVE,LO,11-Apr-86
6253,SINGLE,SELF EMPLOYED,TAXI DRIVER,64,IRISH,ACTIVE,LO,24-Sep-91
6255,SINGLE,RETIRED,RETIRED,84,IRISH,ACTIVE,LO,12-Apr-86
6256,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,47,IRISH,ACTIVE,LO,12-Apr-86
6268,SINGLE,SELF EMPLOYED,PARTNER,80,IRISH,CLOSED,LO,18-Apr-86
6269,SINGLE,EMPLOYED FULL-TIME,TEAM LEADER,32,IRISH,ACTIVE,LO,26-Sep-91
6285,SINGLE,EMPLOYED FULL-TIME,OPERATIONS MANAGER,53,IRISH,ACTIVE,LO,28-Apr-86
6287,SINGLE,EMPLOYED FULL-TIME,Legal Executive,58,IRISH,ACTIVE,LO,08-May-86
6289,SINGLE,EMPLOYED FULL-TIME,DECORATOR,56,IRISH,ACTIVE,LO,09-May-86
6300,SINGLE,UNEMPLOYED,JOB SEEKER,56,IRISH,ACTIVE,LO,17-May-86
6301,SINGLE,EMPLOYED FULL-TIME,RAILWAY CROSSING,68,IRISH,ACTIVE,LO,27-Sep-91
6314,SINGLE,Not Available,Not Available,83,IRISH,ACTIVE,LO,31-May-86
6315,SINGLE,RETIRED,SEMI-RETIRED,74,IRISH,ACTIVE,LO,20-Apr-19
6321,SINGLE,EMPLOYED FULL-TIME,CREDIT OFFICER,64,IRISH,ACTIVE,LO,09-Jun-86
6329,SINGLE,EMPLOYED FULL-TIME,NURSE,52,IRISH,ACTIVE,LO,16-Jun-86
6339,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,64,IRISH,ACTIVE,LO,28-Jun-86
6340,SINGLE,EMPLOYED FULL-TIME,CATERING ASSISTANT,55,IRISH,ACTIVE,LO,28-Jun-86
6347,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,76,IRISH,ACTIVE,LO,04-Jul-86
6352,SINGLE,Not Available,Not Available,57,IRISH,ACTIVE,LO,05-Jul-86
6361,SINGLE,Not Available,Not Available,87,IRISH,ACTIVE,LO,02-Oct-91
6369,SINGLE,EMPLOYED FULL-TIME,SOLDIER,56,IRISH,ACTIVE,LO,19-Jul-86
6371,SINGLE,EMPLOYED FULL-TIME,LECTURER,63,IRISH,ACTIVE,LO,02-Oct-91
6373,SINGLE,RETIRED,STATE PENSION,87,IRISH,ACTIVE,LO,26-Jul-86
6375,SINGLE,EMPLOYED FULL-TIME,SALES,57,IRISH,CHOFF,LO,26-Jul-86
6383,SINGLE,EMPLOYED FULL-TIME,SALES,45,IRISH,ACTIVE,LO,07-Jul-95
6385,SINGLE,RETIRED,STATE,78,IRISH,ACTIVE,LO,08-Aug-86
6389,SINGLE,DISABILITY,INVALIDITY PENSION,57,IRISH,ACTIVE,LO,09-Aug-86
6398,SINGLE,RETIRED,STATE PENSION,70,IRISH,ACTIVE,LO,18-Aug-86
6407,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,63,IRISH,ACTIVE,LO,23-Aug-86
6414,SINGLE,EMPLOYED PART-TIME,CARER,74,IRISH,ACTIVE,LO,01-Sep-86
6422,SINGLE,EMPLOYED PART-TIME,CASH OFFICE MANAGER,55,IRISH,ACTIVE,LO,06-Sep-86
6423,SINGLE,EMPLOYED FULL-TIME,GENERAL OP,54,IRISH,ACTIVE,LO,06-Sep-86
6427,SINGLE,EMPLOYED FULL-TIME,LABOURER,65,IRISH,ACTIVE,LO,08-Sep-86
6430,SINGLE,RETIRED,STATE PENSION,73,IRISH,ACTIVE,LO,04-Oct-91
6439,SINGLE,RETIRED,Not Available,69,IRISH,ACTIVE,LO,12-Sep-86
6441,SINGLE,UNEMPLOYED,JOB SEEKER,54,IRISH,ACTIVE,LO,13-Sep-86
6445,SINGLE,RETIRED,STATE PENSION,72,IRISH,ACTIVE,LO,15-Sep-86
6446,SINGLE,Not Available,Not Available,33,IRISH,ACTIVE,LO,04-Oct-91
6452,SINGLE,RETIRED,STATE CONTRIBUTORY PENSION,72,IRISH,ACTIVE,LO,25-Sep-86
6462,SINGLE,RETIRED,Not Available,81,IRISH,ACTIVE,LO,26-Sep-86
6465,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,54,IRISH,ACTIVE,LO,27-Sep-86
6468,SINGLE,EMPLOYED FULL-TIME,PLUMBER,58,IRISH,ACTIVE,LO,03-Oct-86
6471,SINGLE,RETIRED,RETIRED PENSIONER NON CONTRIBUTORY,75,IRISH,ACTIVE,LO,04-Oct-86
6474,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATOR,55,IRISH,ACTIVE,LO,09-Oct-86
6475,SINGLE,SELF EMPLOYED,GENERAL OPERATIVE,49,IRISH,ACTIVE,LO,10-Oct-86
6477,SINGLE,EMPLOYED FULL-TIME,MAINTENANCE,54,IRISH,ACTIVE,LO,10-Oct-86
6485,SINGLE,RETIRED,STATE PENSION,76,IRISH,ACTIVE,LO,27-Sep-89
6499,SINGLE,EMPLOYED PART-TIME,CABINET MAKER,59,IRISH,ACTIVE,LO,07-Oct-91
6502,SINGLE,RETIRED,RETIRED PENSION,79,IRISH,ACTIVE,LO,03-Nov-86
6509,JOINT,UNEMPLOYED,Not Available,60,IRISH,ACTIVE,LO,13-Nov-86
6514,SINGLE,RETIRED,RETIRED,70,IRISH,ACTIVE,LO,13-Nov-86
6517,SINGLE,SELF EMPLOYED,FITTER BASED IN SLIEVERUE,59,IRISH,ACTIVE,LO,14-Nov-86
6519,SINGLE,EMPLOYED FULL-TIME,GENERAL WORKER,73,IRISH,ACTIVE,LO,10-Oct-91
6527,SINGLE,DISABILITY,DISSABILITY ALLOW,72,IRISH,ACTIVE,LO,24-Nov-86
6535,SINGLE,RETIRED,HSE PENSION,82,IRISH,ACTIVE,LO,01-Dec-86
6542,SINGLE,EMPLOYED FULL-TIME,PROCESS OPERATOR,41,IRISH,ACTIVE,LO,05-Dec-86
6544,SINGLE,UNEMPLOYED,Not Available,57,IRISH,ACTIVE,LO,24-Jun-10
6545,SINGLE,EMPLOYED FULL-TIME,SALESMAN,58,IRISH,ACTIVE,LO,29-Jan-96
6549,SINGLE,EMPLOYED FULL-TIME,CUSTOMS & EXCISE,74,IRISH,ACTIVE,LO,12-Dec-86
6552,SINGLE,RETIRED,PENSIONER,69,IRISH,ACTIVE,LO,10-Oct-91
6556,SINGLE,RETIRED,Not Available,79,IRISH,ACTIVE,LO,02-Jan-87
6557,SINGLE,EMPLOYED FULL-TIME,Regional HR Manager,55,IRISH,ACTIVE,LO,02-Jan-87
6566,SINGLE,RETIRED,STATE PENSION,78,IRISH,ACTIVE,LO,08-Jan-87
6571,SINGLE,UNEMPLOYED,UNEMPLOYED,50,IRISH,CHOFF,LO,17-Aug-15
6578,SINGLE,EMPLOYED FULL-TIME,CHEF,66,IRISH,ACTIVE,LO,02-Mar-23
6582,SINGLE,EMPLOYED FULL-TIME,LAUNDRY ATTEND,70,IRISH,ACTIVE,LO,12-Jan-87
6594,SINGLE,Not Available,Not Available,66,IRISH,ACTIVE,LO,22-Jan-87
6599,SINGLE,EMPLOYED PART-TIME,ACCOUNTANT,53,IRISH,ACTIVE,LO,23-Jan-87
6602,SINGLE,UNEMPLOYED,WIDOWS PENSION,81,IRISH,ACTIVE,LO,23-Jan-87
6604,SINGLE,EMPLOYED FULL-TIME,SP.NEEDS ASSISTANT,59,IRISH,ACTIVE,LO,24-Jan-87
6610,SINGLE,EMPLOYED FULL-TIME,SALES MANAGER,54,IRISH,ACTIVE,LO,24-Jan-87
6614,SINGLE,RETIRED,Not Available,84,IRISH,ACTIVE,LO,30-Jan-87
6619,SINGLE,RETIRED,STATE PENSION,82,IRISH,ACTIVE,LO,30-Jan-87
6626,SINGLE,UNEMPLOYED,JOB SEEKER/GROUNDSMAN REG SPORTS CENTRE,66,IRISH,ACTIVE,LO,31-Jan-87
6631,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,61,IRISH,ACTIVE,LO,05-Feb-87
6639,SINGLE,EMPLOYED FULL-TIME,MACHINE OPERAT,54,IRISH,ACTIVE,LO,06-Feb-87
6642,SINGLE,EMPLOYED PART-TIME,NURSE,55,IRISH,ACTIVE,LO,06-Feb-87
6644,SINGLE,UNEMPLOYED,Not Available,61,IRISH,ACTIVE,LO,07-Feb-87
6664,SINGLE,HOMEMAKER,HOMEMAKER,51,IRISH,ACTIVE,LO,11-Oct-91
6668,SINGLE,RETIRED,Not Available,78,IRISH,ACTIVE,LO,18-Jan-07
6674,JOINT,RETIRED,RETIRED WIT PENSIONER,81,IRISH,ACTIVE,LO,21-Feb-87
6677,SINGLE,EMPLOYED FULL-TIME,SECURITY MAN,60,IRISH,ACTIVE,LO,26-Feb-87
6685,SINGLE,HOMEMAKER,CARER FOR PARENT,55,IRISH,ACTIVE,LO,27-Feb-87
6686,JOINT,EMPLOYED PART-TIME,WIT CLERK,73,IRISH,ACTIVE,LO,27-Feb-87
6687,SINGLE,EMPLOYED FULL-TIME,SP NEEDS ASSISTANT,63,IRISH,ACTIVE,LO,27-Feb-87
6693,SINGLE,RETIRED,RETIRED CIVIL SERVANT,72,IRISH,ACTIVE,LO,05-Mar-87
6704,SINGLE,EMPLOYED FULL-TIME,CARPENTER,71,IRISH,ACTIVE,LO,26-May-93
6712,SINGLE,RETIRED,STATE PENSION,85,IRISH,ACTIVE,LO,16-Mar-87
6718,SINGLE,EMPLOYED FULL-TIME,WEDGE CUTTER,54,IRISH,ACTIVE,LO,19-Mar-87
6724,SINGLE,EMPLOYED FULL-TIME,OFFICE ADMIN,59,IRISH,ACTIVE,LO,21-Mar-87
6738,SINGLE,EMPLOYED PART-TIME,FLORIST / ADMIN,71,IRISH,ACTIVE,LO,03-Apr-87
6742,SINGLE,EMPLOYED FULL-TIME,PAINTER.,40,IRISH,ACTIVE,LO,15-Oct-91
6745,SINGLE,EMPLOYED PART-TIME,ADMIN,63,IRISH,DECEASED,LO,09-Apr-87
6752,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,57,IRISH,ACTIVE,LO,11-Apr-87
6768,SINGLE,EMPLOYED PART-TIME,MERCHANDISING,37,IRISH,ACTIVE,LO,25-Apr-87
6773,SINGLE,EMPLOYED FULL-TIME,CONTRACTOR- LONG DISTANCE LORRY DRIVER,72,IRISH,ACTIVE,LO,16-Oct-91
6775,SINGLE,RETIRED,Not Available,72,IRISH,ACTIVE,LO,30-Apr-87
6784,SINGLE,RETIRED,STATE PENSION - ADULT DEPENDANT,69,IRISH,ACTIVE,LO,17-Oct-91
6787,SINGLE,EMPLOYED PART-TIME,BUS ESCORT,64,IRISH,ACTIVE,LO,07-Apr-98
6790,SINGLE,RETIRED,PENSIONER,90,IRISH,ACTIVE,LO,01-May-87
6795,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,54,IRISH,ACTIVE,LO,02-May-87
6798,SINGLE,EMPLOYED FULL-TIME,Not Available,66,IRISH,ACTIVE,LO,07-May-87
6801,SINGLE,EMPLOYED FULL-TIME,CONTRACT ADMINISTRATOR.,39,IRISH,ACTIVE,LO,07-May-88
6803,SINGLE,EMPLOYED PART-TIME,QUALITY CONTROL,63,IRISH,ACTIVE,LO,08-May-87
6808,SINGLE,RETIRED,RETIRED,68,IRISH,ACTIVE,LO,08-May-87
6815,SINGLE,EMPLOYED FULL-TIME,STORES PERSON,36,IRISH,ACTIVE,LO,29-May-87
6817,SINGLE,EMPLOYED FULL-TIME,PRINCIPAL,55,IRISH,ACTIVE,LO,17-Oct-91
6818,SINGLE,SELF EMPLOYED,BUTCHER,60,IRISH,ACTIVE,LO,02-Jun-87
6819,SINGLE,EMPLOYED FULL-TIME,SPECIAL NEEDS ASSISTANT,60,IRISH,ACTIVE,LO,02-Jun-87
6823,SINGLE,RETIRED,PENSION,73,IRISH,ACTIVE,LO,14-May-87
6825,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,32,IRISH,ACTIVE,LO,18-Oct-91
6826,SINGLE,UNEMPLOYED,Not Available,52,IRISH,CHOFF,LO,15-May-87
6842,SINGLE,EMPLOYED FULL-TIME,SERVICE ENGINEER,36,IRISH,ACTIVE,LO,23-May-87
6856,SINGLE,EMPLOYED FULL-TIME,CUSTOMER CARE AGENT,36,IRISH,ACTIVE,LO,30-May-87
6868,SINGLE,SELF EMPLOYED,BUILDER,56,IRISH,ACTIVE,HI,29-Aug-01
6882,SINGLE,RETIRED,Not Available,74,IRISH,ACTIVE,LO,15-Jun-87
6890,SINGLE,UNEMPLOYED,UNEMPLOYED,54,IRISH,ACTIVE,LO,19-Jun-87
6895,SINGLE,HOMEMAKER,HOUSEWIFE & TEACHES DANCING,62,IRISH,ACTIVE,LO,19-Jun-87
6898,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,56,IRISH,ACTIVE,LO,19-Jun-87
6903,SINGLE,EMPLOYED FULL-TIME,STORE ALL LOGISTICS,54,IRISH,ACTIVE,LO,20-Jun-87
6909,SINGLE,RETIRED,STATE PENSION,71,IRISH,ACTIVE,LO,25-Jun-87
6915,JOINT,EMPLOYED PART-TIME,Secretary RD Communications,43,IRISH,ACTIVE,LO,26-Jun-87
6918,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,65,IRISH,ACTIVE,LO,29-Jun-87
6922,SINGLE,EMPLOYED FULL-TIME,GENERAL OPERATOR,47,IRISH,ACTIVE,LO,29-Jun-87
6923,SINGLE,EMPLOYED PART-TIME,ASSIST DUTY MANAGER,42,IRISH,CHOFF,LO,29-Jun-87
6924,SINGLE,UNEMPLOYED,HOME CARER ALLOW,45,IRISH,CHOFF,LO,29-Jun-87
6925,JOINT,UNEMPLOYED,HOUSEWIFE,80,IRISH,ACTIVE,LO,29-Jun-87
6926,SINGLE,EMPLOYED FULL-TIME,CLERK,49,IRISH,CHOFF,LO,29-Jun-87
6927,SINGLE,EMPLOYED PART-TIME,HEALTH CARE ASSISTANT,44,IRISH,ACTIVE,LO,29-Jun-87
6928,SINGLE,EMPLOYED FULL-TIME,WELDER  FULL-TIME,36,IRISH,CHOFF,LO,29-Jun-87
6937,SINGLE,RETIRED,retired,79,IRISH,ACTIVE,LO,04-Jul-87
6938,SINGLE,EMPLOYED PART-TIME,CATERER,77,IRISH,ACTIVE,LO,04-Jul-87
6943,SINGLE,RETIRED,STATE PENSION,84,IRISH,ACTIVE,LO,10-Jul-87
6946,SINGLE,RETIRED,PENSION,80,IRISH,ACTIVE,LO,11-Jul-87
6964,SINGLE,EMPLOYED FULL-TIME,PUBLIC HEALTH NURSE,51,IRISH,ACTIVE,LO,15-Jul-87
6969,SINGLE,RETIRED,PENSIONER,77,IRISH,ACTIVE,LO,18-Jul-87
6972,SINGLE,EMPLOYED FULL-TIME,PROCUREMENT CLERICAL OFFICER,55,IRISH,ACTIVE,LO,24-Oct-91
6977,SINGLE,EMPLOYED FULL-TIME,DRIVER,70,IRISH,ACTIVE,LO,31-Jul-87
6984,SINGLE,EMPLOYED FULL-TIME,GENERAL OPERATIVE,32,IRISH,ACTIVE,LO,17-Jun-10
6985,SINGLE,RETIRED,Not Available,72,IRISH,ACTIVE,LO,07-Aug-87
6991,SINGLE,EMPLOYED FULL-TIME,CLERICAL OFFICER,59,IRISH,ACTIVE,LO,07-Aug-87
6992,SINGLE,EMPLOYED FULL-TIME,ENGINEERING SYSTEMS CO-ORD,49,IRISH,ACTIVE,LO,07-Aug-87
6995,SINGLE,Not Available,FACTORY WORK,47,IRISH,CHOFF,LO,25-Oct-91
7006,SINGLE,EMPLOYED PART-TIME,SHOP ASSISTANT,51,IRISH,ACTIVE,LO,17-Aug-87
7011,SINGLE,RETIRED,RETURED FARMER,79,IRISH,ACTIVE,LO,18-Aug-87
7015,SINGLE,RETIRED,RETIRED,69,IRISH,ACTIVE,LO,21-Aug-87
7017,SINGLE,RETIRED,Not Available,74,ENGLISH,ACTIVE,LO,21-Aug-87
7020,SINGLE,DISABILITY,DISSABILITY BENEFIT,65,IRISH,ACTIVE,LO,22-Aug-87
7028,SINGLE,RETIRED,STATE PENSIONER,80,IRISH,ACTIVE,LO,27-Aug-87
7029,SINGLE,EMPLOYED FULL-TIME,STOREMAN,56,IRISH,ACTIVE,LO,27-Aug-87
7036,SINGLE,RETIRED,RETIRED,76,IRISH,ACTIVE,LO,25-Oct-91
7048,SINGLE,EMPLOYED FULL-TIME,SWITCHBOARD,64,IRISH,ACTIVE,LO,04-Sep-87
7051,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,62,IRISH,ACTIVE,LO,04-Sep-87
7052,SINGLE,Not Available,(H/WIFE),79,IRISH,ACTIVE,LO,04-Sep-87
7055,SINGLE,UNEMPLOYED,LONE PARENT,35,IRISH,ACTIVE,LO,25-Oct-91
7066,SINGLE,DISABILITY,DISABILITY INCOME,59,IRISH,ACTIVE,LO,12-Sep-87
7069,SINGLE,UNEMPLOYED,JOBSEEKER FORMER W/GLASS WORKER,72,IRISH,CHOFF,LO,15-Sep-87
7074,SINGLE,EMPLOYED FULL-TIME,SHOP FLOOR MANAGER,55,IRISH,ACTIVE,LO,17-Sep-87
7085,SINGLE,EMPLOYED PART-TIME,CONTRACT CLEANER,57,IRISH,ACTIVE,LO,24-Sep-87
7092,SINGLE,EMPLOYED FULL-TIME,DISPATCH SUPERVISOR,52,IRISH,ACTIVE,LO,25-Sep-87
7097,SINGLE,EMPLOYED PART-TIME,Not Available,59,IRISH,ACTIVE,LO,29-Oct-91
7100,SINGLE,Not Available,OFFICE ASSISTAN,56,IRISH,ACTIVE,LO,01-Oct-87
7105,SINGLE,EMPLOYED FULL-TIME,LORRY DRIVER,55,IRISH,ACTIVE,LO,01-Oct-87
7111,SINGLE,Not Available,Not Available,65,IRISH,ACTIVE,LO,01-Oct-87
7114,SINGLE,EMPLOYED FULL-TIME,DRIVER,78,IRISH,ACTIVE,LO,01-Nov-91
7117,SINGLE,SELF EMPLOYED,SELF EMPLOYED,36,IRISH,ACTIVE,LO,01-Oct-87
7125,SINGLE,SELF EMPLOYED,MANAGER OWNER BUILDER CONTRACTOR,61,IRISH,ACTIVE,HI,01-Oct-87
7133,SINGLE,EMPLOYED FULL-TIME,LECTURER,50,IRISH,ACTIVE,LO,01-Oct-87
7138,SINGLE,EMPLOYED FULL-TIME,NURSE,48,IRISH,ACTIVE,LO,01-Oct-87
7139,SINGLE,DISABILITY,DISABILITY BENEFIT,61,IRISH,ACTIVE,LO,01-Oct-87
7140,SINGLE,EMPLOYED FULL-TIME,NAVY DIVER,43,IRISH,CHOFF,LO,01-Oct-87
7147,SINGLE,SELF EMPLOYED,ARCHITECT,84,IRISH,ACTIVE,LO,10-Oct-87
7151,SINGLE,SELF EMPLOYED,ELECTRICIAN,42,IRISH,ACTIVE,LO,10-Oct-87
7152,SINGLE,SELF EMPLOYED,OWNER MANAGER MECHANIC,51,IRISH,ACTIVE,LO,01-Nov-91
7155,SINGLE,EMPLOYED FULL-TIME,BLOCK LAYER,64,IRISH,ACTIVE,LO,10-Oct-87
7156,SINGLE,EMPLOYED FULL-TIME,TEACHER,44,IRISH,ACTIVE,LO,16-Feb-01
7157,SINGLE,EMPLOYED FULL-TIME,SALES,68,IRISH,ACTIVE,LO,10-Oct-87
7161,SINGLE,RETIRED,STATE PENSION,67,IRISH,ACTIVE,LO,05-Mar-99
7178,SINGLE,EMPLOYED PART-TIME,HSE FINANCE,55,IRISH,ACTIVE,LO,06-Nov-87
7188,SINGLE,EMPLOYED FULL-TIME,TEACHER,46,IRISH,ACTIVE,LO,06-Nov-87
7190,SINGLE,EMPLOYED FULL-TIME,TEACHER,48,IRISH,ACTIVE,LO,07-Nov-87
7195,SINGLE,EMPLOYED PART-TIME,PRINTER 3 DAY WEEK,61,IRISH,ACTIVE,LO,07-Nov-87
7206,SINGLE,Not Available,Not Available,79,IRISH,ACTIVE,LO,10-Nov-87
7209,SINGLE,RETIRED,STATE PENSION,79,IRISH,ACTIVE,LO,11-Nov-87
7221,SINGLE,UNEMPLOYED,Not Available,60,IRISH,ACTIVE,LO,04-Mar-22
7237,SINGLE,EMPLOYED FULL-TIME,FITTER,56,IRISH,ACTIVE,LO,14-Nov-87
7238,SINGLE,Not Available,Not Available,59,IRISH,ACTIVE,LO,14-Nov-87
7240,SINGLE,EMPLOYED PART-TIME,SALES ASSISTANT,61,IRISH,ACTIVE,LO,14-Nov-87
7244,SINGLE,DISABILITY,DISABILITY SOCILA WELFARE,63,IRISH,ACTIVE,LO,14-Nov-87
7247,JOINT,EMPLOYED FULL-TIME,LECTURER - IT,43,IRISH,ACTIVE,HI,14-Nov-87
7255,SINGLE,EMPLOYED FULL-TIME,RECEPTIONIST & ADMINISTRATOR,36,IRISH,ACTIVE,LO,26-Nov-87
7259,SINGLE,EMPLOYED FULL-TIME,ACCOUNTANT,45,IRISH,ACTIVE,LO,27-Nov-87
7261,SINGLE,Not Available,LORRY DRIVER,79,IRISH,ACTIVE,LO,27-Nov-87
7272,SINGLE,SELF EMPLOYED,MUSICIAN,71,IRISH,ACTIVE,LO,07-Mar-96
7287,SINGLE,SELF EMPLOYED,OWNER MANAGER,66,IRISH,CHOFF,LO,05-Dec-87
7291,SINGLE,EMPLOYED FULL-TIME,CARER,55,IRISH,ACTIVE,LO,11-Dec-87
7295,SINGLE,RETIRED,RETIRED,72,IRISH,ACTIVE,LO,11-Dec-87
7305,SINGLE,RETIRED,WIDOW'S PENSION,85,IRISH,ACTIVE,LO,16-Dec-87
7309,SINGLE,RETIRED,Not Available,80,IRISH,ACTIVE,LO,09-Jun-00
7311,SINGLE,EMPLOYED FULL-TIME,ELECTRIAN,44,IRISH,ACTIVE,LO,18-Dec-87
7314,SINGLE,EMPLOYED FULL-TIME,FACTORY MANAGER,53,IRISH,ACTIVE,LO,19-Dec-87
7328,SINGLE,UNEMPLOYED,Not Available,55,IRISH,ACTIVE,LO,02-Jan-88
7331,SINGLE,EMPLOYED FULL-TIME,CLEANER,61,IRISH,ACTIVE,LO,02-Jan-88
7332,SINGLE,EMPLOYED FULL-TIME,HONEYWELL,57,IRISH,ACTIVE,LO,02-Jan-88
7338,SINGLE,EMPLOYED FULL-TIME,SCHOOL TEACHER (PERM),39,IRISH,ACTIVE,LO,24-Sep-01
7341,SINGLE,SELF EMPLOYED,Not Available,43,IRISH,ACTIVE,LO,02-Jan-88
7344,SINGLE,EMPLOYED FULL-TIME,UNIVERSITY OF WOLVERHAMPTON,48,IRISH,ACTIVE,LO,04-Jan-88
7345,SINGLE,Not Available,COMP PROGARAMER,52,IRISH,ACTIVE,LO,04-Jan-88
7351,SINGLE,SELF EMPLOYED,WIDOWS PENSION,65,IRISH,ACTIVE,LO,05-Jan-88
7374,SINGLE,RETIRED,RETIRED ARMY,59,IRISH,ACTIVE,LO,07-Jan-88
7384,SINGLE,EMPLOYED FULL-TIME,HONEYWELL,72,IRISH,ACTIVE,LO,07-Jan-88
7386,SINGLE,EMPLOYED FULL-TIME,HONEYWELL FACTORY WORKER,58,IRISH,ACTIVE,LO,08-Jan-88
7394,SINGLE,RETIRED,RETIRED,73,IRISH,ACTIVE,LO,08-Nov-91
7405,SINGLE,RETIRED,RETIRED,75,IRISH,ACTIVE,LO,08-Jan-88
7406,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,62,IRISH,ACTIVE,LO,08-Jan-88
7411,SINGLE,EMPLOYED FULL-TIME,DRIVER,49,IRISH,ACTIVE,LO,11-Nov-91
7416,SINGLE,EMPLOYED PART-TIME,SHOP ASSISTANT,57,IRISH,ACTIVE,LO,08-Jan-88
7417,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER HENRIETTA,60,IRISH,ACTIVE,LO,08-Jan-88
7424,SINGLE,RETIRED,Not Available,88,IRISH,ACTIVE,LO,02-Jan-88
7430,SINGLE,EMPLOYED FULL-TIME,SHOP ASSISTANT,64,IRISH,ACTIVE,LO,02-Jan-88
7433,SINGLE,EMPLOYED PART-TIME,COMPANY ADMINISTRATOR,60,IRISH,ACTIVE,LO,14-Jan-88
7445,SINGLE,DISABILITY,PERMANENT DISSABILITY,70,IRISH,ACTIVE,LO,15-Jan-88
7455,SINGLE,EMPLOYED FULL-TIME,THEATRE ASSISTANT,54,IRISH,ACTIVE,LO,15-Jan-88
7461,SINGLE,EMPLOYED PART-TIME,MERCHANDISING,49,IRISH,ACTIVE,LO,15-Jan-88
7468,SINGLE,UNEMPLOYED,HOUSEWIFE,74,IRISH,ACTIVE,LO,18-Jan-88
7469,SINGLE,RETIRED,PENSIONER,73,IRISH,ACTIVE,LO,18-Jan-88
7475,SINGLE,EMPLOYED FULL-TIME,MUSIC TEACHER,51,IRISH,ACTIVE,LO,18-Jan-88
7481,SINGLE,RETIRED,Not Available,64,IRISH,ACTIVE,LO,19-Jan-88
7492,SINGLE,EMPLOYED PART-TIME,CE SCHEME,67,IRISH,ACTIVE,LO,19-Jan-88
7494,SINGLE,EMPLOYED FULL-TIME,Not Available,60,IRISH,ACTIVE,LO,27-Jan-00
7497,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,55,IRISH,ACTIVE,LO,21-Feb-88
7500,SINGLE,EMPLOYED PART-TIME,HAULAGE,70,IRISH,ACTIVE,LO,22-Jan-88
7501,SINGLE,RETIRED,WIDOWS PENSION,83,IRISH,ACTIVE,LO,22-Jan-88
7514,SINGLE,DISABILITY,DISABILITY PENSION,63,IRISH,ACTIVE,LO,22-Jan-88
7530,SINGLE,EMPLOYED FULL-TIME,GEN OP,57,IRISH,ACTIVE,LO,22-Jan-88
7534,SINGLE,UNEMPLOYED,INVALIDITY INCOME,72,IRISH,ACTIVE,LO,22-Jan-88
7538,SINGLE,EMPLOYED PART-TIME,REVOLUTION,62,IRISH,ACTIVE,LO,22-Jan-88
7545,SINGLE,SELF EMPLOYED,SELF EMPLOYED,87,IRISH,ACTIVE,LO,25-Jan-88
7550,SINGLE,EMPLOYED FULL-TIME,CARE ASSISTANT,59,IRISH,ACTIVE,LO,26-Jan-88
7552,SINGLE,EMPLOYED FULL-TIME,LECTURER,59,IRISH,CHOFF,LO,26-Jan-88
7553,SINGLE,RETIRED,STATE PENSION CONTRIBUTORY,72,IRISH,ACTIVE,LO,27-Jan-88
7565,SINGLE,EMPLOYED FULL-TIME,PROD LINE MNGR,57,IRISH,ACTIVE,LO,28-Jan-88
7567,SINGLE,EMPLOYED FULL-TIME,ASSISTANT,63,IRISH,ACTIVE,LO,28-Jan-88
7572,SINGLE,SELF EMPLOYED,LORRY DRIVER,54,IRISH,ACTIVE,LO,15-Nov-91
